id,customerid,ordertimestamp,shippingaddressid,total,shippingcost,created,updated
1913,103,2017-03-18 00:27:40.427786+00,1103,129,3.9,2018-08-02 13:30:40.686986+00,
1914,302,2017-08-25 00:28:57.323786+00,302,154.94,3.9,2018-08-02 13:30:40.686986+00,
1915,862,2017-01-16 15:00:04.226186+00,862,522.39,3.9,2018-08-02 13:30:40.686986+00,
1916,753,2018-06-17 07:50:57.803786+00,753,112,3.9,2018-08-02 13:30:40.686986+00,
1917,118,2017-06-07 12:01:52.830986+00,1118,471.68,3.9,2018-08-02 13:30:40.686986+00,
1918,421,2016-08-12 00:14:50.776586+00,421,152.52,3.9,2018-08-02 13:30:40.686986+00,
1919,1095,2018-01-10 07:22:05.310986+00,1095,308.41,3.9,2018-08-02 13:30:40.686986+00,
1920,856,2017-08-19 23:58:04.821386+00,856,175,3.9,2018-08-02 13:30:40.686986+00,
1921,246,2017-09-25 09:46:06.088586+00,246,410.31,3.9,2018-08-02 13:30:40.686986+00,
1922,433,2016-11-23 18:24:44.258186+00,433,223.34,3.9,2018-08-02 13:30:40.686986+00,
1923,275,2018-07-15 13:39:47.339786+00,275,456.18,3.9,2018-08-02 13:30:40.686986+00,
1924,834,2016-08-09 23:47:35.051786+00,834,225,3.9,2018-08-02 13:30:40.686986+00,
1925,191,2017-09-26 19:48:14.421386+00,191,137,3.9,2018-08-02 13:30:40.686986+00,
1926,176,2016-10-22 12:49:20.056586+00,176,109.89,3.9,2018-08-02 13:30:40.686986+00,
1927,256,2017-05-04 01:20:31.566986+00,256,60.68,3.9,2018-08-02 13:30:40.686986+00,
1928,527,2018-01-09 22:56:33.899786+00,527,94.4,3.9,2018-08-02 13:30:40.686986+00,
1929,872,2017-07-28 18:04:23.253386+00,872,41.08,3.9,2018-08-02 13:30:40.686986+00,
1930,847,2016-11-04 23:02:27.275786+00,847,308.45,3.9,2018-08-02 13:30:40.686986+00,
1931,281,2016-11-03 05:14:52.216586+00,281,331.41,3.9,2018-08-02 13:30:40.686986+00,
1932,243,2016-09-26 22:39:29.886986+00,243,321.92,3.9,2018-08-02 13:30:40.686986+00,
1933,251,2018-06-08 11:06:18.827786+00,251,409.25,3.9,2018-08-02 13:30:40.686986+00,
1934,880,2017-05-18 06:30:12.664586+00,880,211.24,3.9,2018-08-02 13:30:40.686986+00,
1935,145,2017-02-01 05:59:02.795786+00,145,327.32,3.9,2018-08-02 13:30:40.686986+00,
1936,839,2018-03-26 19:53:56.478986+00,839,380.65,3.9,2018-08-02 13:30:40.686986+00,
1937,1010,2018-06-22 03:35:09.534986+00,1010,235.09,3.9,2018-08-02 13:30:40.686986+00,
1938,1015,2016-09-16 02:26:39.659786+00,1015,190.65,3.9,2018-08-02 13:30:40.686986+00,
1939,311,2016-10-30 12:10:33.995786+00,311,247,3.9,2018-08-02 13:30:40.686986+00,
1940,844,2017-04-10 06:12:58.974986+00,844,469.64,3.9,2018-08-02 13:30:40.686986+00,
1941,478,2017-04-15 06:44:05.906186+00,478,388.74,3.9,2018-08-02 13:30:40.686986+00,
1942,142,2018-02-11 05:07:28.379786+00,142,33,3.9,2018-08-02 13:30:40.686986+00,
1943,302,2017-07-11 21:20:48.386186+00,302,75,3.9,2018-08-02 13:30:40.686986+00,
1944,418,2016-08-05 05:51:22.110986+00,418,383.58,3.9,2018-08-02 13:30:40.686986+00,
1945,747,2017-10-19 11:31:40.331786+00,747,392,3.9,2018-08-02 13:30:40.686986+00,
1946,915,2017-06-03 08:19:17.896586+00,915,430.4,3.9,2018-08-02 13:30:40.686986+00,
1947,492,2017-04-23 09:29:33.784586+00,492,446.62,3.9,2018-08-02 13:30:40.686986+00,
1948,997,2016-09-11 06:04:17.550986+00,997,430.6,3.9,2018-08-02 13:30:40.686986+00,
1949,176,2016-11-24 13:30:03.534986+00,176,102.6,3.9,2018-08-02 13:30:40.686986+00,
1950,143,2017-08-25 09:13:21.266186+00,143,213,3.9,2018-08-02 13:30:40.686986+00,
1951,981,2017-03-03 22:18:41.752586+00,981,177.94,3.9,2018-08-02 13:30:40.686986+00,
1952,115,2018-06-11 20:24:24.616586+00,1115,373.8,3.9,2018-08-02 13:30:40.686986+00,
1953,244,2017-01-04 15:10:42.549386+00,244,182,3.9,2018-08-02 13:30:40.686986+00,
1954,251,2016-09-13 11:16:51.362186+00,251,356.6,3.9,2018-08-02 13:30:40.686986+00,
1955,382,2017-11-15 23:08:56.680586+00,382,118.3,3.9,2018-08-02 13:30:40.686986+00,
1956,652,2017-12-13 06:26:36.664586+00,652,265.45,3.9,2018-08-02 13:30:40.686986+00,
1957,630,2018-02-15 15:16:36.962186+00,630,460.93,3.9,2018-08-02 13:30:40.686986+00,
1958,451,2018-06-24 12:58:24.290186+00,451,201,3.9,2018-08-02 13:30:40.686986+00,
1959,433,2018-06-23 09:13:31.202186+00,433,94.08,3.9,2018-08-02 13:30:40.686986+00,
1960,977,2018-05-29 22:05:19.960586+00,977,103,3.9,2018-08-02 13:30:40.686986+00,
1961,878,2016-11-17 10:39:00.856586+00,878,322.94,3.9,2018-08-02 13:30:40.686986+00,
1962,693,2016-10-12 05:33:47.080586+00,693,265,3.9,2018-08-02 13:30:40.686986+00,
1963,730,2017-08-29 15:32:57.342986+00,730,116.16,3.9,2018-08-02 13:30:40.686986+00,
1964,868,2017-05-30 07:20:41.070986+00,868,192.6,3.9,2018-08-02 13:30:40.686986+00,
1965,981,2017-04-25 09:35:13.854986+00,981,62.4,3.9,2018-08-02 13:30:40.686986+00,
1966,107,2018-06-29 04:10:46.984586+00,1107,399.83,3.9,2018-08-02 13:30:40.686986+00,
1967,937,2016-10-08 11:42:41.291786+00,937,505.07,3.9,2018-08-02 13:30:40.686986+00,
1968,694,2017-06-22 13:40:25.355786+00,694,253.35,3.9,2018-08-02 13:30:40.686986+00,
1969,523,2017-11-06 14:14:42.021386+00,523,282.24,3.9,2018-08-02 13:30:40.686986+00,
1970,885,2017-07-28 06:04:32.238986+00,885,107,3.9,2018-08-02 13:30:40.686986+00,
1971,293,2016-08-24 03:16:00.414986+00,293,434,3.9,2018-08-02 13:30:40.686986+00,
1972,724,2017-08-27 07:07:28.782986+00,724,168.54,3.9,2018-08-02 13:30:40.686986+00,
1973,597,2016-12-22 06:55:53.262986+00,597,248.84,3.9,2018-08-02 13:30:40.686986+00,
1974,442,2017-01-01 00:19:33.304586+00,442,410,3.9,2018-08-02 13:30:40.686986+00,
1975,838,2017-05-22 01:06:11.541386+00,838,154,3.9,2018-08-02 13:30:40.686986+00,
1976,102,2017-02-03 06:21:28.475786+00,1102,343,3.9,2018-08-02 13:30:40.686986+00,
1977,471,2018-04-19 11:51:11.829386+00,471,487.6,3.9,2018-08-02 13:30:40.686986+00,
1978,573,2017-07-19 10:12:18.827786+00,573,492.2,3.9,2018-08-02 13:30:40.686986+00,
1979,720,2018-04-04 21:02:55.298186+00,720,334.39,3.9,2018-08-02 13:30:40.686986+00,
1980,653,2016-11-22 12:55:25.960586+00,653,264.19,3.9,2018-08-02 13:30:40.686986+00,
1981,432,2016-08-26 04:41:12.616586+00,432,68.68,3.9,2018-08-02 13:30:40.686986+00,
1982,779,2017-03-26 07:14:06.914186+00,779,157.6,3.9,2018-08-02 13:30:40.686986+00,
1983,746,2017-04-04 10:14:57.026186+00,746,391.2,3.9,2018-08-02 13:30:40.686986+00,
1984,680,2018-03-14 16:25:28.091786+00,680,198.9,3.9,2018-08-02 13:30:40.686986+00,
1985,932,2017-09-12 01:26:48.011786+00,932,234.32,3.9,2018-08-02 13:30:40.686986+00,
1986,258,2018-06-26 06:04:20.488586+00,258,372.84,3.9,2018-08-02 13:30:40.686986+00,
1987,565,2017-03-21 00:24:21.275786+00,565,384,3.9,2018-08-02 13:30:40.686986+00,
1988,150,2018-03-28 07:54:18.683786+00,150,342.7,3.9,2018-08-02 13:30:40.686986+00,
1989,587,2017-12-24 07:54:54.971786+00,587,402.92,3.9,2018-08-02 13:30:40.686986+00,
1990,524,2017-08-13 18:52:17.435786+00,524,456.57,3.9,2018-08-02 13:30:40.686986+00,
1991,562,2017-11-05 22:09:51.688586+00,562,195.2,3.9,2018-08-02 13:30:40.686986+00,
1992,283,2018-03-20 21:04:09.342986+00,283,109.98,3.9,2018-08-02 13:30:40.686986+00,
1993,283,2017-03-22 18:31:14.181386+00,283,240.91,3.9,2018-08-02 13:30:40.686986+00,
1994,477,2016-12-25 09:40:55.480586+00,477,41.04,3.9,2018-08-02 13:30:40.686986+00,
1995,592,2017-11-07 02:10:00.011786+00,592,199.22,3.9,2018-08-02 13:30:40.686986+00,
1996,118,2017-09-04 11:57:16.523786+00,1118,149,3.9,2018-08-02 13:30:40.686986+00,
1997,688,2017-12-01 17:06:57.966986+00,688,226.6,3.9,2018-08-02 13:30:40.686986+00,
1998,671,2017-10-02 02:16:09.198986+00,671,435.16,3.9,2018-08-02 13:30:40.686986+00,
1999,648,2016-11-11 06:56:03.890186+00,648,351,3.9,2018-08-02 13:30:40.686986+00,
2000,944,2017-07-01 17:25:58.446986+00,944,69,3.9,2018-08-02 13:30:40.686986+00,
2001,493,2017-10-20 05:42:54.683786+00,493,427.52,3.9,2018-08-02 13:30:40.686986+00,
2002,491,2018-04-20 20:05:33.554186+00,491,583.84,3.9,2018-08-02 13:30:40.686986+00,
2003,459,2016-10-30 20:54:01.346186+00,459,326,3.9,2018-08-02 13:30:40.686986+00,
2004,795,2017-04-13 11:07:00.213386+00,795,56,3.9,2018-08-02 13:30:40.686986+00,
2005,111,2018-07-06 11:06:28.331786+00,1111,143,3.9,2018-08-02 13:30:40.686986+00,
2006,502,2018-04-16 10:21:07.595786+00,502,271.59,3.9,2018-08-02 13:30:40.686986+00,
2007,504,2018-03-26 13:20:53.253386+00,504,166.38,3.9,2018-08-02 13:30:40.686986+00,
2008,280,2016-09-10 19:45:03.909386+00,280,276.55,3.9,2018-08-02 13:30:40.686986+00,
2009,683,2017-03-24 04:53:48.789386+00,683,306.65,3.9,2018-08-02 13:30:40.686986+00,
2010,900,2017-07-13 06:39:28.216586+00,900,188.6,3.9,2018-08-02 13:30:40.686986+00,
